type,omschrijving
BEWEDP00043001,VAN DE POL NV|NIJVERHEIDSSTRAAT 22|2381|WEELDE|Pakhuis|
BEWEDU00003001,VAN DE POL NV|NIJVERHEIDSSTRAAT 22|2381|WEELDE|Pakhuis|
BEWEDZ0110003,JANSSEN PHARMACEUTICA N.V;|ELZENSTRAAT 54|2381|RAVELS (WEELDE)|Pakhuis|
BEWEDZ1814001,WILKI N.V.|NIJVERHEIDSSTRAAT 28|2381|WEELDE|Pakhuis|
BEWELHP00619001,VOERKE IJS|OVERBROEKSTRAAT 71C|3830|WELLEN|Pakhuis|
BEWERCA00047001,ASBJORNSE BELGIUM BVBA||8940|WERVIK|Pakhuis|
BEWERGP00215001,EFK GLASS B.V.B.A. - EFK MAGAZIJN|MEENENSESTEENWEG 295|8940|WERVIK|Pakhuis|
BEWERGP00455001,ASBJORNSEN NV||8940|WERVIK|Pakhuis|
BEWERGP00455002,ASBJORNSEN NV||8940|WERVIK|Pakhuis|
BEWERGP00720003,BISCUITS POPELIER BVBA|ROBERT KLINGSTRAAT 90|8940|WERVIK|Pakhuis|
BEWERGU00035001,ASBJORNSEN NV||8940|WERVIK|Pakhuis|
BEWERGU00035002,ASBJORNSEN NV||8940|WERVIK|Pakhuis|
BEWERGV00050001,TULIFLOR BVBA||8940|WERVIK|Pakhuis|
BEWERZ2244001,TEXTILES DE WITTE LIETAER NV||8940|WERVIK|Pakhuis|
BEWESAA09219003,AGFA GEVAERT||2260|WESTERLO-HEULTJE|Pakhuis|
BEWESB3468401,|AGIO CIGARS BELGIUM N.V.|2260|WESTERLO|Pakhuis|
BEWESB3572301,ESTEE LAUDER N.V.|NIJVERHEIDSSTRAAT 15|2260|OEVEL (WESTERLO)|Pakhuis|
BEWESC1540002,C-1540-B|BELL TELEPHONELAAN|2260|WESTERLO|Pakhuis|Particulier Douane-entrepot type C
BEWESD0166001,D-0166-B|VAN DOORNELAAN 3|2260|WESTERLO|Pakhuis|Particulier Douane-entrepot type D
BEWESD1595002,D-1595-B|INDUSTRIEPARK 17|2260|WESTERLO|Pakhuis|Particulier Douane-entrepot type D
BEWESGU00085003,NORTHFREEZE NV||2260|WESTERLO|Pakhuis|
BEWESHP00195001,E&C ANECHOIC CHAMBERS|NIJVERHEIDSSTRAAT 7 BUS A|2260|WESTERLO|Pakhuis|
BEWESHP00248001,SEAL FOR LIFE INDUSTRIES|NIJVERHEIDSSTRAAT 11|2260|WESTERLO|Pakhuis|
BEWESHP00294002,ROLAND CENTRAL EUROPE|HOUTSTRAAT 3|2260|WESTERLO|Pakhuis|
BEWESHP00331002,FRANS HENDRICKX EN ZONEN NV|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHP00389001,AGIO CIGARS BELGIUM NV|BELL TELEPHONELAAN 29|2260|WESTERLO|Pakhuis|
BEWESHP00414004,KANEKA (HENDRICKX EN ZONEN) (KANEKA)|FABRIEKSSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHP00487001,DAF TRUCKS VLAANDEREN NV|VAN DOORNELAAN 1|2260|WESTERLO|Pakhuis|
BEWESHP00498001,HENDRICKX HAL 0|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHP00546001,NV MAGAZIJNEN HENDRICKX|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHP00586001,HENDRICKX & ZN NV|FABRIEKSSTRAAT 17 HAL L|2260|WESTERLO|Pakhuis|
BEWESHU00044002,ROLAND CENTRAL EUROPE|HOUTSTRAAT 3|2260|WESTERLO|Pakhuis|
BEWESHU00065001,AGIO CIGARS BELGIUM NV|BELL TELEPHONELAAN 29|2260|WESTERLO|Pakhuis|
BEWESHU00078001,MAGAZIJNEN HENDRICKX NV|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHU00105005,HENDRICKX NV|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHU00112004,KANEKA (HENDRICKX EN ZONEN)|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHV00029003,NW LOGISTICS|NIJVERHEIDSSTRAAT 10|2260|WESTERLO|Pakhuis|
BEWESHV00030003,NW LOGISTICS|NIJVERHEIDSSTRAAT 10|2260|WESTERLO|Pakhuis|
BEWESHZ00169004,HENDRICKX EN ZONEN|FABRIEKSSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHZ02251005,HENDRICKX HAL O|FABRIEKSSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESHZ03210002,ROLAND CENTRAL EUROPE NV|HOUTSTRAAT 3|2260|WESTERLO|Pakhuis|
BEWESIH018001,IMH018|NIJVERHEIDSSTRAAT 8|2260|WESTERLO|Pakhuis|BTW-entrepot
BEWESP00007001,BIOBEST GROUP NV|ILSE VELDEN 18|2260|WESTERLO|Pakhuis|
BEWESP0604001,INTERNATIONAAL VERVOER FRANS HENDRICKX & ZONEN NV|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESZ1047001,LUBRIZOL ADVANCED MARTERIALS EUROPE B.V.B.A.|VAN DOORNELAAN 3|2260|WESTERLO|Pakhuis|
BEWESZ1587002,INT.VERVOER FR.HENDRIKCX & ZON.|FABRIEKSTRAAT 17|2260|WESTERLO|Pakhuis|
BEWESZ198001,VAN LOMMEL NV|OLENSEWEG 240|2260|WESTERLO|Pakhuis|
BEWESZ1982001,VAN LOMMEL NV|OLENSEWEG 240|2260|WESTERLO|Pakhuis|
BEWESZ2696001,SCANDINAVIAN TOBACCO GROUP WUUSTWEZEL NV|BELL TELEPHONELAAN 29|2260|WESTERLO|Pakhuis|
BEWESZ3210001,ROLAND CENTRAL EUROPE NV|HOUTSTRAAT 3|2260|WESTERLO|Pakhuis|
BEWETCA00034001,RESILUX NV|DAMSTRAAT 4|9230|WETTEREN|Pakhuis|
BEWETD1423001,D-1423-B|DAMSTRAAT 4|9230|WETTEREN|Pakhuis|Particulier Douane-entrepot type D
BEWETD3312002,HAMANN INTERNATIONAL LOGISTICS||9230|WETTEREN|Pakhuis|Particulier Douane-entrepot type D
BEWETGA12192001,AJINOMOTO OMNICHEM||9230|WETTEREN|Pakhuis|
BEWETGP00115001,MARC DE RAEVE BVBA||9230|WETTEREN|Pakhuis|
BEWETGP00279002,CHOCDECOR B.V.B.A. - TRIANVAL|BIEZEWEG 8|9230|WETTEREN|Pakhuis|
BEWETGP00386001,SCALA PLASTICS NV||9230|WETTEREN|Pakhuis|
BEWETGP00405001,DE ROCKER LOGISTICS NV||9230|WETTEREN|Pakhuis|
BEWETGP00428001,RECTICEL||9230|WETTEREN|Pakhuis|
BEWETGP00437001,AJINOMOTO OMNICHEM NV||9230|WETTEREN|Pakhuis|
BEWETGP00467001,BEKINTEX NV||9230|WETTEREN KWATRECHT|Pakhuis|
BEWETGP00467002,BEKINTEX NV||9230|WETTEREN KWATRECHT|Pakhuis|
BEWETGP00523001,HAMANN INTERNATIONAL LOGISTICS NV||9230|WETTEREN|Pakhuis|
BEWETGP00577001,RESILUX||9230|WETTEREN|Pakhuis|
BEWETGP00678001,P VAN DE VELDE||9230|WETTEREN|Pakhuis|
BEWETGP00739001,CONFISERIE VAN DAMME NV||9230|WETTEREN|Pakhuis|
BEWETGP00781001,TWIST NV||9230|WETTEREN|Pakhuis|
BEWETGS00022001,DE ROCKER LOGISTICS NV||9230|WETTEREN|Pakhuis|
BEWETGU00065001,HAMANN INTERNATIONAL LOGISTICS NV||9230|WETTEREN|Pakhuis|
BEWETGU00099001,RESILUX||9230|WETTEREN|Pakhuis|
BEWETGZ02498001,HAMANN INTERNATIONAL LOGISTICS NV||9230|WETTEREN|Pakhuis|
BEWETGZ02679001,RESILUX NV||9230|WETTEREN|Pakhuis|
BEWETP00071001,COMINBEL NV|WETTERSESTEENWEG 104|9520|BAVEGEM|Pakhuis|
BEWETP1488001,THE BELGIAN CHOCOLATE GROUP NV||9230|WETTEREN|Pakhuis|
BEWETVP002482001,||||Pakhuis|Particulier Douane-entrepot type C
BEWEVGP00393001,DELTA LIGHT NV||8560|WEVELGEM|Pakhuis|
BEWEVGP00429001,RECTICEL||8560|WEVELGEM|Pakhuis|
BEWEVGP00439001,SEDAC-MECOBEL NV||8560|WEVELGEM|Pakhuis|
BEWEVGP00513001,ALPRO COMM. V.A.|ALPRO WEVELGEM|8560|WEVELGEM|Pakhuis|
BEWEVGP00610001,FRESH FOOD D.F. NV||8560|WEVELGEM|Pakhuis|
BEWEVGP00788001,GROEP MASUREEL VEREDELING NV||8560|WEVELGEM|Pakhuis|
BEWEVGV00027001,ALPRO COMM. V.A.|ALPRO WEVELGEM|8560|WEVELGEM|Pakhuis|
BEWEVGZ02636001,ALPRO COMM. V.A.|ALPRO WEVELGEM|8560|WEVELGEM|Pakhuis|
BEWEVP00064001,DACHSER BELGIUM NV|VLIEGVELD 5A|8560|WEVELGEM|Pakhuis|
BEWEVP00069001,BELGIAN INTERNATIONAL CARPET NV|VLAMINGSTRAAT 12|8560|WEVELGEM|Pakhuis|
BEWEVZ0788002,SEDAC TEXTILES BVBA||8560|WEVELGEM|Pakhuis|
BEWEZ1982001,VAN LOMMEL NV|OLENSEWEG 240|2260|WESTERLO|Pakhuis|
BEWGLCA00081001,BENEO REMY NV|REMYLAAN 4|3018|WIJGMAAL|Pakhuis|
BEWGLVA00003001,BENEO-REMY|REMYLAAN 4|3018|WIJGMAAL|Pakhuis|
BEWGLVP00057001,BENEO - REMY|REMYLAAN 4|3018|WIJGMAAL|Pakhuis|
BEWGLVP002397001,||||Pakhuis|Particulier Douane-entrepot type C
BEWGLVU00017001,BENEO REMY NV|REMYLAAN 4|3018|WIJGMAAL (LEUVEN)|Pakhuis|
BEWGLVZ02397001,BENEO REMY||3018|WIJGMAAL|Pakhuis|
BEWHA2948001,FARMIBEL||1457|TOURINNES SAINT LAMBERT|Pakhuis|
BEWHRLP05027001,LAITERIE DE WALHORN S.A.|CHEMIN DE LA LAITERIE 14|4711|WALHORN|Pakhuis|
BEWIEGP00755001,BARRY CALLEBAUT BELGIUM NV||9280|WIEZE|Pakhuis|
BEWIHGP00715001,VAN DE VELDE NV||9260|WICHELEN|Pakhuis|
BEWIHGU00139001,VAN DE VELDE NV||9260|WICHELEN|Pakhuis|
BEWIHGZ02738001,VAN DE VELDE NV||9260|WICHELEN|Pakhuis|
BEWIKCA00024002,AGRISTO N.V.|RIDDER DE GHELLINCKSTRAAT 9|8710|WIELSBEKE|Pakhuis|
BEWIKCA00054001,|GROTE MOLENSTRAAT 25|8710|WIELSBEKE|Pakhuis|
BEWIKCA00066001,BEAULIEU FIBRES INTERNATIONAL NV|OOIGEMSTRAAT 2B|8710|WIELSBEKE|Pakhuis|
BEWIKD1294001,D-1294-B|OOSTROZEBEEKSESTRAAT 160|8710|WIELSBEKE|Pakhuis|Particulier Douane-entrepot type D
BEWIKD1389001,D-1389-B|RIDDER DE GHELLINCKSTRAAT 53|8710|WIELSBEKE|Pakhuis|Particulier Douane-entrepot type D
BEWIKE0200008,E-0200-B|RIVER TERMINAL WIELSBEKE|8710|WIELSBEKE|Pakhuis|Particulier Douane-entrepot type E
BEWIKE2248022,RTW (RIVER TERMINAL WIELSBEKE)|OOIGEMSTRAAT 9A|8710|WIELSBEKE|Pakhuis|
BEWIKG00095001,SYMPHONY MILLS NV|GROTE MOLSTENSTRAAT 25|8710|WIELSBEKE|Pakhuis|
BEWIKGP00251001,BRAET NV||8710|WIELSBEKE|Pakhuis|
BEWIKGP00376002,BEAUFLOR 4||8710|WIELSBEKE|Pakhuis|
BEWIKGP00421001,LAVA BVBA||8710|WIELSBEKE|Pakhuis|
BEWIKGP00440001,IDEAL FIBRES & FABRICS WIELSBEKE||8710|WIELSBEKE|Pakhuis|
BEWIKGP00576001,UNILIN BVBA||8710|WIELSBEKE|Pakhuis|
BEWIKGP00576003,UNILIN BVBA||8710|WIELSBEKE|Pakhuis|
BEWIKGP00576005,UNILIN BVBA||8710|WIELSBEKE|Pakhuis|
BEWIKGP00579002,DL CHEMICALS DETAELLENAERE-LOOSVELT NV||8710|WIELSBEKE|Pakhuis|
BEWIKGP00627002,DELCATRANSPORT BVBA|RIVER TERMINAL WIELSBEKE|8710|WIELSBEKE|Pakhuis|
BEWIKGP00807001,MONKS INTERNATIONAL NV||8710|WIELSBEKE|Pakhuis|
BEWIKGU00033001,CROP'S COLD STORE||8710|WIELSBEKE|Pakhuis|
BEWIKGZ02042002,UNILIN BVBA||8710|WIELSBEKE|Pakhuis|
BEWIKGZ02876002,AGRISTO NV||8710|WIELSBEKE|Pakhuis|
BEWIKP00040002,AGRISTO NV|RIDDER DE GHELLINCKSTRAAT 9|8710|WIELSBEKE|Pakhuis|
BEWIKP00107001,"B.I.G. FLOORCOVERINS : BEAUFLOR 2, TUFT 4, BEAUFLOR 1 EN BEAUFLOR 4|RIJKSWEG 442|8710|WIELSBEKE|Pakhuis|"
BEWIKP00107002,B.I.G. FLOORCOVERINS : BOFFON|BOFFONSTRAAT 3|8710|WIELSBEKE|Pakhuis|
BEWIKVP002039001,||||Pakhuis|Particulier Douane-entrepot type C
BEWIKVP002042001,||||Pakhuis|Particulier Douane-entrepot type C
BEWIKVP002430001,||||Pakhuis|Particulier Douane-entrepot type C
BEWIKZ2139001,IDEAL FIBRES & FABRICS WIELSBEKE||8710|WIELSBEKE|Pakhuis|
BEWIKZ2362002,B.I.G. FLOORCOVERINGS NV||8710|WIELSBEKE|Pakhuis|
BEWIKZ2450051,MAGAZIJN RIVER TERMINAL WIELSBEKE||8710|WIELSBEKE|Pakhuis|
BEWIKZ2636002,ALPRO CVA||8710|WIELSBEKE|Pakhuis|
BEWILAA08834004,ESSERS||2610|WILRIJK|Pakhuis|
BEWILAA09219002,AGFA GEVAERT||2610|WILRIJK|Pakhuis|
BEWILAP00043001,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAP00043002,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAP00043003,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAP00053001,ESSERS||2610|WILRIJK|Pakhuis|
BEWILAP00085001,ESSERS||2610|WILRIJK|Pakhuis|
BEWILAP00086006,MAGAZIJN T.S.S.C.||2610|WILRIJK|Pakhuis|
BEWILAP00160001,H. ESSERS & ZONEN (AFDELING WILRIJK)||2610|WILRIJK|Pakhuis|
BEWILAP00163002,H.ESSERS WILRIJK||2610|WILRIJK|Pakhuis|
BEWILAP00173002,ESSERS 8||2610|WILRIJK|Pakhuis|
BEWILAP00192001,ESSERS||2610|WILRIJK|Pakhuis|
BEWILAS00003001,DATOS NV||2610|WILRIJK|Pakhuis|
BEWILAS00036001,SALLAUM LOGISTICS CENTER||2610|WILRIJK|Pakhuis|
BEWILAS00074001,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAS00074002,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAU00029001,ESSERS 8 IN CARE OF AGFA-GEVAERT||2610|WILRIJK|Pakhuis|
BEWILAU00047001,EC RENT||2610|WILRIJK|Pakhuis|
BEWILAU00073001,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAU00073002,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAU00073004,SUMITOMO WAREHOUSE||2610|WILRIJK|Pakhuis|
BEWILAU00101005,T.T.S.C.||2610|WILRIJK|Pakhuis|
BEWILAU00164008,H. ESSERS||2610|WILRIJK|Pakhuis|
BEWILAY00047001,EC RENT||2610|WILRIJK|Pakhuis|
BEWILAZ01394005,H. ESSERS||2610|WILTIJK|Pakhuis|
BEWILAZ01618002,AGFA GEVAERT||2610|WILRIJK|Pakhuis|
BEWILAZ02431005,TSSC||2610|WILRIJK|Pakhuis|
BEWILAZ02431054,TSSC||2610|WILRIJK|Pakhuis|
BEWILB0697001,SUMITOMO|GEDEELTE MAGAZIJN (623 M²)|2610|ANTWERPEN (WILRIJK)|Pakhuis|Publiek Douane-entrepot type B
BEWILB0697002,SUMITOMO|GEDEELTE MAGAZIJN (6996 M²)|2610|ANTWERPEN (WILRIJK)|Pakhuis|Publiek Douane-entrepot type B
BEWILCA00042001,ATLAS COPCO AIRPOWER N.V.|BOOMSESTEENWEG 957|2610|WILRIJK|Pakhuis|
BEWILCA00042004,KATOEN NATIE/TSSC NV|MOERELEI 123A|2610|WILRIJK|Pakhuis|
BEWILCA00086001,CG HOLDINGS BELGIUM|SYSTEMS DIVISION|2610|WILRIJK|Pakhuis|
BEWILCA00113002,AGFA-GEVAERT|ESSERS 8|2610|WILRIJK|Pakhuis|
BEWILE2800001,||||Pakhuis|
BEWILHU00106006,WIL|TERBEKEHOFDREEF 19B|2610|WILRIJK|Pakhuis|
BEWILHZ01212010,WIL|TERBEKEHOFDREEF 19B|2610|WILRIJK|Pakhuis|
BEWILHZ02354006,IKEA WILRIJK|KERNENERGIESTRAAT 60|2610|WILRIJK|Pakhuis|
BEWILIA006001,SUMITOMO WAREHOUSE (EUROPE) GMBH|FOTOGRAFIELAAN 37-39|2610|ANTWERPEN (WILRIJK)|Pakhuis|BTW-entrepot
BEWILP00003001,MAGAZIJN CARDOEN 01||2610|WILRIJK|Pakhuis|
BEWILP00010001,1A||2610|WILRIJK|Pakhuis|
BEWILP00012001,SAPÏM||2610|WILRIJK|Pakhuis|
BEWILP00037001,SALLAUM LOGISTICS CENTER||2610|WILRIJK|Pakhuis|
BEWILP00040001,EC RENT||2610|WILRIJK|Pakhuis|
BEWILP00056001,ESSERS||2610|WILRIJK|Pakhuis|
BEWILP00058001,AIRPOWER SERVICE CENTER||2610|WILRIJK|Pakhuis|
BEWILZ1394015,H. ESSERS||2610|WILRIJK|Pakhuis|
BEWILZ1618001,ESSERS (COPS)||2610|WILRIJK|Pakhuis|
BEWILZ1618003,GEVAERT 8||2610|WILRIJKBE|Pakhuis|
BEWILZ2450017,||2610|WILRIJK|Pakhuis|
BEWILZ3002001,|TERBEKEHOFDREEF 19|2610|WILRIJK|Pakhuis|
BEWJG00050001,ROCKFON||2110|WIJNEGEM|Pakhuis|
BEWJG30246901,BETTONVILLE INTEGRATED SOLUTIONS||2110|WIJNEGEM|Pakhuis|
BEWJGAP00071001,CORNEEL GEERTS||2110|WIJNEGEM|Pakhuis|
BEWJGAP00086033,CONTAINER TECHNICS||2110|WIJNEGEM|Pakhuis|
BEWJGAP00089001,CONTAINER TECHNICS NV||2110|WIJNEGEM|Pakhuis|
BEWJGAP00096001,EQUINOX NV||2110|WIJNEGEM|Pakhuis|
BEWJGAP00119001,MAGAZIJN||2110|WIJNEGEM|Pakhuis|
BEWJGAP00141001,VAN AERDE (KF129)||2110|WIJNEGEM|Pakhuis|
BEWJGAS00088001,EQUINOX NV||2110|WIJNEGEM|Pakhuis|
BEWJGAU00062001,CORNEEL GEERTS TRANSPORTGROUP NV||2110|WIJNEGEM|Pakhuis|
BEWJGAU00102040,MAGAZIJN CONTAINER TECHNICS NV||2110|WIJNEGEM|Pakhuis|
BEWJGAU00117001,HOEKGEBOUW||2110|WIJNEGEM|Pakhuis|
BEWJGAU00117003,HOOFDGEBOUW||2110|WIJNEGEM|Pakhuis|
BEWJGAU00167001,VAN AERDE||2110|WIJNEGEM|Pakhuis|
BEWJGAZ02431048,MAGAZIJN CONTAINER TECHNICS NV||2110|WIJNEGEM|Pakhuis|
BEWJGAZ02431080,CONTAINER TECHNICS||2110|WIJNEGEM|Pakhuis|
BEWJGC2811001,GEODIS||2110|WIJNEGEM|Pakhuis|Particulier Douane-entrepot type C
BEWJGC2811002,GEODIS||2110|WIJNEGEM|Pakhuis|Particulier Douane-entrepot type C
BEWKD,WELKENRAEDT||||Zeehaven|
BEWKD001,ECS WELKENRAEDT||||Locatie in zeehaven|Aanlegplaats
BEWKD1914001,"ROGISTER LOGISTIK SA|RUE MITOYENNE, 905|4840|WELKENRAEDT|Pakhuis|"
BEWKDCRV001,CRV WELKENRAEDT||||D&A locatie|Verificatiebureeel
BEWKDF0000001,ENTREPOT TYPE F||||Pakhuis|Publiek Douane-entrepot type A
BEWKDLP00101001,TRANS BOURS - TRADUBEL NV|RUE DE L'INDUSTIRE 32|4840|WELKENRAEDT|Pakhuis|
BEWKDLP00127003,EYNATTEN SERVICE|XPO LOGISTICS|4840|WELKENRAEDT|Pakhuis|
BEWKDLP00127005,EYNATTEN_MABRILUX|RUE MITOYENNE 343|4840|WELKENRAEDT|Pakhuis|
BEWKDLP00244001,XPO LOGISTICS ( KGH CUSTOMS)|RUE DE L'INDUSTRIE 14|4840|WELKENRADET|Pakhuis|
BEWKDLP02952001,"ROGISTER LOGISTIK S.A.|905, RUE MITOYENNE|4840|WELKENRAEDT|Pakhuis|"
BEWKDLP02963002,ZIEGLER|RUE MITOYENNE 897|4840|WELKENRAEDT|Pakhuis|
BEWKDLP02967001,"MAGASIN ""IMPORT-NORD"" -EMERSON CLIMATE TECHNOLOGIES|RUE TROIS BOURDONS 27|4840|WELKENRAEDT|Pakhuis|"
BEWKDLP02967002,EMERSON DISTRIBUTION CENTER|RUE MITOYENNE 897|4840|WELKENRAEDT|Pakhuis|
BEWKDLP02967003,ZIEGLER|RUE MITOYENNE 897|4840|WELKENRAEDT|Pakhuis|
BEWKDLU00112003,BRUNSWICK MARINE IN EMEA INC|RUE MITOYENNE 897|4840|WELKENRAEDT|Pakhuis|
BEWKDLU05002001,E.S. XPO-LOGISTICS WELKENRAEDT_ZL|RUE DE L'INDUSTRIE 14|4840|WELKENRAEDT|Pakhuis|
BEWKDLZ01857007,E.S. XPO-LOGISTICS WELKENRAEDT|RUE DE L'INDUSTRIE 14|4840|WELKENRAEDT|Pakhuis|
BEWKDP1974001,"INTERTRANS S.A.|897, RUE MITOYENNE|4840|WELKENRAEDT|Pakhuis|"
BEWKDP2017001,"ZIEGLER S.A.|897, RUE MITOYENNE|4840|WELKENRAEDT|Pakhuis|"
BEWKDVP000315001,||||Pakhuis|Particulier Douane-entrepot type C
BEWKDVP001073001,||||Pakhuis|Particulier Douane-entrepot type C
BEWKDVP001312001,||||Pakhuis|Particulier Douane-entrepot type C
BEWKDVP001976001,||||Pakhuis|Particulier Douane-entrepot type C
BEWKDVP002408001,||||Pakhuis|Particulier Douane-entrepot type C
BEWKDZ0068001,BRUNSWICK|RUE MITOYENNE 897|4840|WELKENRAEDT|Pakhuis|
BEWKDZ0315001,"EMERSON CLIMATE TECHNOLOGIES GMBH|RUE MITOYENNE, N° 897|4840|WELKENRAEDT|Pakhuis|"
BEWKDZ0315002,EMERSON CLIMATE TECHNOLOGIES|27 RUE DES 3 BOURDONS|4840|WELKENRAEDT|Pakhuis|
BEWKDZ1073001,"ZIEGLER  S.A.|RUE MITOYENNE, N° 897|4840|WELKENRAEDT|Pakhuis|"
BEWKDZ1312001,"ROGISTER LOGISTIK  S.A.|RUE MITOYENNE, N° 905/9|4840|WELKENRAEDT|Pakhuis|"
BEWKDZ1857001,"EYNATTEN SERVICE|14, RUE DE L'INDUSTRIE|4840|WELKENRAEDT|Pakhuis|"
BEWKDZ1976001,"INTERTRANS S.A.|RUE MITOYENNE, N° 897|4840|WELKENRAEDT|Pakhuis|"
BEWKDZ3002002,HENKEL GLOBAL SUPPLY|RUE DE L'INDUSTRIE 897|4840|WELKENRAEDT|Pakhuis|
BEWKDZ3219001,"XPO LOGISTICS|14, RUE DE L'INDUSTRIE|4840|WELKENRAEDT|Pakhuis|"
BEWLB0051008,ODTH|VICTOR DUMONNLAAN 15|2830|WILLEBROEK|Pakhuis|
BEWLB02203,NIPPON EXPRESS|WILLEBROEK LOGISTICS CENTER|2830|WILLEBROEK|Pakhuis|
BEWLB29055901,G & G INTERNATIONAL NV||2830|WILLEBROEK|Pakhuis|
BEWLB29311901,G & G INTERNATIONAL NV||2830|WILLEBROEK|Pakhuis|
BEWLB31880301,WILLEBROEK DISTRIBUTION CENTER||2830|WILLEBROEK|Pakhuis|
BEWLB45639001,SCHENKER NV|KERSDONK 11|2830|WILLEBROEK|Pakhuis|
BEWLBAU00073005,SUMITOMO WAREHOUSE WILLEBROEK||2830|WILLEBROEK|Pakhuis|
BEWLBC0852002,DACHSER||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type C
BEWLBCA00042003,FORLOG NV|VICTOR DUMONLAAN 3|2870|WILLEBROEK|Pakhuis|
BEWLBCA00090001,TDL|VICTOR DUMONLAAN 4|2830|WILLEBROEK|Pakhuis|
BEWLBE0051001,MAZDA||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBE0163005,DAMCO BELGIUM||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBE0163006,TCT||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBE2248004,TCT BELGIUM||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBE2263001,DAMCO BELGIUM NV||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBE2263002,DAMCO BELGIUM NV||2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBE2746001,E-2746-B|VICTOR DUMONLAAN 4|2830|WILLEBROEK|Pakhuis|Particulier Douane-entrepot type E
BEWLBHP00090001,WILLEBROEK LOGISTICS CENTER (NIPPON EXPRESS BELGIUM)|SCHOONDONKWEG 16|2830|WILLEBROEK|Pakhuis|
BEWLBHP00098001,CARYS NV|MECHELSESTEENWEG 485|2830|WILLEBROEK|Pakhuis|
BEWLBHP00101001,THEMAR TRUCKS|PEETERSSTRAAT 6|2830|WILLEBROEK|Pakhuis|
BEWLBHP00111002,FRIESLAND CAMPINA BELGIUM (TDL GROUP WILLEBROEK)|VICTOR DUMONLAAN 4|2830|WILLEBROEK|Pakhuis|
BEWLBHP00251001,MAZDA MOTOR LOGISTICS EUROEP NV|BLAASVELDSTRAAT 162|2830|WILLEBROEK|Pakhuis|
BEWLBHP00257001,AED RENT NV|BEDRIJVENPARK DE VEERT 12|2830|WILLEBROEK|Pakhuis|
BEWLBHP00288001,FEDERAL-MOGUL GLOBAL AFTERMARKET EMEA|SCHOONDONKWEG 17|2830|WILLEBROEK|Pakhuis|
BEWLBHP00309002,SUMITOMO WAREHOUSE WILLEBROEK|VICTOR DUMONLAAN 4|2830|WILLEBROEK|Pakhuis|
BEWLBHP00336001,BBCA BELGIUM NV|HOEIKENSSTRAAT 2|2830|WILLEBROEK|Pakhuis|
BEWLBHP00345001,CEVA FREIGHT BELGIUM NV (CEVA LOGISTICS BELGIUM NV)|KONINGIN ASTRIDLAAN 12|2830|WILLEBROEK|Pakhuis|
BEWLBHP00361001,ATLAS COPCO AIRPOWER NV (FORLOG NV)|VICTOR DUMONLAAN 3|2830|WILLEBROEK|Pakhuis|
BEWLBHP00387001,TCT|VICTOR DUMONLAAN 13|2830|WILLEBROEK|Pakhuis|
BEWLBHP00415002,MAGAZIJN SCHENKER|KERSDONK 11|2830|WILLEBROEK|Pakhuis|
BEWLBHP00431001,DACHSER WILLEBROEK|SCHOONDONKWEG 13|2830|WILLEBROEK|Pakhuis|
BEWLBHP00450001,GALGO PRE-Q EUROPE NV (DISTRILOG)|VICTOR DUMONLAAN 40|2830|WILLEBROEK|Pakhuis|
BEWLBHP00453002,BARSAN DC WILLEBROEK|KERSDONK 7|2830|WILLEBROEK|Pakhuis|
BEWLBHP00522001,IMERYS G&C BELGIUM NV W2-W4|VEERT Z/N|2830|WILLEBROEK|Pakhuis|
BEWLBHP00525001,RCT STEVEDORING NV|BOOMSESTEENWEG 180|2830|WILLEBROEK|Pakhuis|
